Year_of_last_filed_report,NPRI_Site_ID,Company_Name,Facility_Name,Address_line_1,Address_line_2,City,Province,Postal_Code,Key_Industrial_Sector,Datum,Latitude,Longitude,PRV_WSHD_I,NHN_TWS_ID
2005,17114,IMPERIAL OIL,CYNTHIA WEST CGGS COMPRESSOR STATION,13-22-049-10 W5M,BAG 7348,DRAYTON VALLEY,AB,T7A1S5,,WGS84,53.2468,-115.3917,AB-17030101,07BA
2010,17115,IMPERIAL OIL,REDCLIFF NORTH COMPRESSOR STATION,13-23-013-07-W4,,,AB,,,WGS84,50.1039,-110.8647,AB-04030301,05AK
2021,17116,Whitecap Resources Inc.,Everdell 14-20-038-07W5 GP,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.2865,-114.9708,AB-11010302,05DB
2019,17117,ISH Energy Ltd.,Prairiedale Battery 2-23,,,SOUTH WEST,SK,,Conventional Oil and Gas extraction,WGS84,51.7519,-109.5862,NA,05GB
2019,17118,ISH Energy Ltd.,ISH Desan,,,FORT NELSON,BC,,Conventional Oil and Gas extraction,WGS84,59.2358,-120.7605,BC_173,10DA
2010,17119,ISH Energy Ltd.,DEVENISH COMPRESSOR STATION,02-30-074-08-W4,,NORTH EAST,AB,,,WGS84,55.4329,-111.2198,AB-17050301,07CA
2008,17120,ISH ENERGY,EDAM BATTERY,5-35-48-20W3,,,SK,,,WGS84,53.1814,-108.834,NA,05EG
2019,17121,ISH Energy Ltd.,Verendrye Battery 04-14,,,SOUTH WEST,SK,,Conventional Oil and Gas extraction,WGS84,51.3881,-109.1472,NA,05GB
2021,17122,Greenfire Resources Operating Corporation,Hangingstone SAGD Demonstration Facility,,,RM of Wood Buffalo,AB,T9H 3G2,Non-Conventional Oil Extraction (including Oilsands and Heavy Oil),WGS84,56.3132,-111.6362,AB-17050403,07CC
2011,17123,Penn West Petroleum Ltd.,Arrowood  4-15-21-25W4,,,,AB,,,WGS84,50.7771,-113.397,AB-04020902,05BM
2018,17124,Houston Oil & Gas Ltd.,Arrowood 01-07-020-25 W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.675,-113.4522,AB-04020902,05BM
2016,17125,Houston Oil & Gas Ltd.,Journey 10-36-019-26 W4,,,VULCAN,AB,,,WGS84,50.6532,-113.4821,AB-04020902,05BM
2016,17126,Houston Oil & Gas Ltd.,Journey 10-24-019-26 W4,,,VULCAN,AB,,,WGS84,50.6243,-113.4821,AB-04020902,05BM
2003,17127,KAISER ENERGY LTD.,ARROWWOOD S. 7-20,07-20-020-25W4M,,ARROWWOOD,AB,,Oil and Gas Pipelines and Storage,WGS84,50.7079,-113.4357,AB-04020902,05BM
2003,17128,KAISER ENERGY LTD.,BUICK CREEK B-33-I,B-33-I/94-A-11,,BUICK CREEK,BC,,Oil and Gas Pipelines and Storage,WGS84,56.6939,-121.035,BC_98,07FC
2011,17129,Penn West Petroleum Ltd.,Edgerton 5-13-45-4W4,,,,AB,,,WGS84,52.8757,-110.4586,AB-09030101,05FE
2004,17130,KAISER ENERGY,GEORGE 4-12,04-12-082-04W6M,,GEORGE,AB,,Oil and Gas Pipelines and Storage,WGS84,56.0878,-118.4956,AB-18010208,07FD
2011,17131,Unconventional Gas Resources Ltd,Negus Gas Plant,,,FOX CREEK,AB,,,WGS84,54.1613,-117.6651,AB-18020701,07GG
2011,17132,Penn West Petroleum Ltd.,Ribstone  9-4-43-4W4,,,,AB,,,WGS84,52.6759,-110.5158,AB-09030201,05FD
2010,17133,PENN WEST PETROLEUM LTD,STRACHAN 07-32-037-09W5,07-32-037-09W5,,,AB,,,WGS84,52.2225,-115.2474,AB-11010302,05DB
2016,17134,Penn West Exploration Ltd,Sugden Compressor Station 03-16,,,,AB,,,WGS84,54.2689,-111.1436,AB-12010101,06AA
2012,17135,NuVista Energy Ltd.,Fontas Sour Gas Plant,,,,AB,,,WGS84,57.8772,-119.7409,AB-16010101,10CA
2021,17136,Cargill Limited,Cargill ANH Camrose AB,,,Camrose,AB,T4V 1X2,Other Manufacturing,WGS84,53.0208,-112.9498,AB-09010101,05FA
2009,17137,MITCHELL'S GOURMET FOODS,11TH STREET PLANT,3000 11th St. West,,SASKATOON,SK,S7N1J9,Other Manufacturing,WGS84,52.1147,-106.7173,NA,05HG
2021,17138,Maple Leaf Foods Inc.,McLeod Plant,,,Saskatoon,SK,S7M 5V9,Other Manufacturing,WGS84,52.10947,-106.70981,NA,05HG
2006,17139,SENECA ENERGY CANADA INC.,WATTS COMPRESSOR,13-36-29-16 W4,,,AB,,,WGS84,51.5299,-112.1367,AB-08030101,05CG
2006,17140,ENCO GAS LTD,SIERRA C-97-L,C-97-L/94-I-11,,FT NELSON,BC,,,WGS84,58.7481,-121.4608,BC_76,07OA
2021,17141,City of Red Deer,Waste Management Facility,,,Red Deer,AB,T4R 3G6,Waste Treatment and Disposal,WGS84,52.2232,-113.7823,AB-08010301,05CC
2015,17142,Chinook Energy Inc.,15-13-08-10W4 Granlea,,,FOREMOST,AB,,,WGS84,49.6528,-111.2319,AB-04030201,05AH
2021,17143,Tourmaline Oil Corp,Boundary Lake 08-12-088-15W6,,,Calgary,BC,,Conventional Oil and Gas extraction,WGS84,56.6207,-120.2465,BC_98,07FC
2012,17144,Shaman Energy Corp.,Big Valley Gas Plant,,,BIG VALLEY,AB,,,WGS84,52.0245,-112.7787,AB-08020103,05CD
2016,17145,Trident Exploration Corp,Fenn Compressor Station,,,BIG VALLEY,AB,T2P3E5,,WGS84,52.1118,-112.7312,AB-08020103,05CD
2007,17146,SHELL CANADA,HILDA LAKE EXPERIMENTAL SAGD PROJECT,Box 8098,,COLD LAKE,AB,T9M1N1,,WGS84,54.5418,-110.4084,AB-12020104,06AC
2004,17147,BLACKROCK VENTURES INC.,SEAL LAKE 12-25 PRODUCTION PAD,Box 6723,,PEACE RIVER,AB,T8S1T2,,WGS84,56.2259,-116.2446,AB-17040101,07BF
2004,17148,BLACKROCK VENTURES INC.,SEAL LAKE 13-24 PRODUCTION PAD,Box 6723,,PEACE RIVER,AB,T8S1T2,,WGS84,56.2151,-116.2446,AB-17040101,07BF
2003,17149,FORTUNE ENERGY INC.,MORINVILLE BATTERY,02-20-055-25W5,,,AB,,,WGS84,53.7597,-117.6895,AB-17010302,07AC
2003,17150,FORTUNE ENERGY INC.,MORSE RIVER UNIT #1,03-32-066-09W5,,,AB,,,WGS84,54.7493,-115.3317,AB-17010702,07BD
2009,17151,FORTUNE ENERGY INC.,TROUT BATTERY,9-10-089-03W4,,,AB,,,WGS84,56.7062,-110.3776,AB-17060201,07CD
2005,17152,FORTUNE ENERGY INC.,WIDEWATER BATTERY,15-16-073-07W5,,,AB,,,WGS84,55.3276,-115.0142,AB-17040201,07BJ
2021,17153,Edson Forest Products,Edson Forest Products,,,Edson,AB,T7E 1V2,Wood Products,WGS84,53.5615,-116.5779,AB-17020101,07AF
2009,17154,TRISTAR OIL AND GAS LTD.,ATLEE-BUFFALO 8-19-20-6W4,8-19-20-6W4,,ATLEE-BUFFALO,AB,,,WGS84,50.7079,-110.8139,AB-04030301,05AK
2009,17155,TRISTAR OIL AND GAS LTD.,SCANDIA 1-31-15-16W4,1-31-15-16W4,,SCANDIA,AB,,,WGS84,50.2991,-112.1854,AB-04021301,05BN
2010,17156,PENN WEST PETROLEUM LTD,REAL RESOURCES WEST PROVOST,10-12-036-08-W4,,WEST PROVOST,AB,,,WGS84,52.0793,-111.0122,AB-07010107,05GA
2007,17157,TRISTAR OIL AND GAS LTD.,WESTEROSE 3-9-46-1W4,3-9-46-1W4,,WESTEROSE,AB,,,WGS84,52.9448,-110.0886,AB-09030104,05FE
2021,17158,Supreme Steel LP,Saskatoon Plant,,,saskatoon,SK,S7K 8C1,Other Manufacturing,WGS84,52.264556,-106.621274,NA,05HH
2011,17159,Keyera Corp,Greenstreet Gas Plant,,,LLOYDMINSTER,SK,,,WGS84,53.5416,-109.745,NA,05EF
2009,17160,KEYERA ENERGY LTD.,GREENSTREET 11-28 COMPRESSOR,11-28-052-26-W3,,LLYODMINSTER,SK,,,WGS84,53.5197,-109.7882,NA,05EF
2011,17161,Keyera Corp,GREENSTREET 12-27 COMPRESSOR,,,LLYODMINSTER,SK,,,WGS84,53.5197,-109.9176,NA,05EF
2017,17162,Adanac Oil & Gas Ltd.,Tomahawk GP 14-30,,,DRAYTON VALLEY,AB,,Conventional Oil and Gas extraction,WGS84,53.5232,-114.8792,AB-11020301,05EA
2006,17163,KEYERA ENERGY LTD.,NORTH STAR GAS PLANT,04-22-90-23W5,,MANNING,AB,,,WGS84,56.8154,-117.5995,AB-18030101,07HC
2018,17164,Sydco Energy Inc.,Worsley Gas Plant,,,FAIRVIEW,AB,,Conventional Oil and Gas extraction,WGS84,56.5606,-119.0317,AB-18010203,07FD
2020,17165,Keyera Corp,Bigoray Sour Compressor Station 15-07-051-09W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.3923,-115.3169,AB-17030101,07BA
2020,17166,Keyera Corp,Bigoray West Compressor Station 16-07-051-09W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.3923,-115.3108,AB-17030101,07BA
2021,17167,Keyera Corp,Garrington Compressor Station 03-36-035-05W5,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.0429,-114.5888,AB-08010202,05CB
2014,17168,Keyera Corp,Heldar 16-35 Compressor Site,,,SANGUDO,AB,,,WGS84,53.9743,-114.9239,AB-17030203,07BB
2021,17169,Keyera Corp,Lockhart Sour Compressor Station 06-19-041-02W5,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.5431,-114.2805,AB-08010303,05CC
2009,17170,WEST ENERGY PARTNERSHIP,MODESTE 8-7-49-5W5M COMPRESSOR,8-7-49-5W5M,,,AB,,,WGS84,53.2137,-114.714,AB-11020103,05DE
2009,17171,WEST ENERGY PARTNERSHIP,BUCK MOUNTAIN 10-2-47-6W5M COMPRESSOR,10-2-47-6W5M,,,AB,,,WGS84,53.0269,-114.7664,AB-11020103,05DE
2015,17172,Keyera Corp,Paddle CS 4-7-56-7W5,,,ROCHFORT BRIDGE,AB,T0E1Y0,,WGS84,53.8179,-115.0419,AB-17030203,07BB
2004,17173,KEYERA ENERGY LTD.,PADDLE R CS 13-6,14-6-57-8,,MAYERTHORPE,AB,,,WGS84,53.9015,-115.1911,AB-17030203,07BB
2021,17174,Keyera Corp,Starrs Compressor Station 06-13-040-03W5,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.4393,-114.3046,AB-08010302,05CC
2021,17175,Keyera Corp,Sunchild Compressor Station 08-04-044-11W5,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.7593,-115.5319,AB-11010406,05DD
2006,17176,KOCH EXPLORATION CANADA,WABASCA 4-4-85-23 W4M PADSITE,4-4-85-23 W4M,,,AB,,,WGS84,56.3351,-113.5925,AB-18050203,07JB
2009,17177,LANDMARK FEEDS,WINNIPEG,70 Nicolas Avenue,,WINNIPEG,MB,R2J0T5,Other Manufacturing,WGS84,49.8847,-97.0968,NA,05OH
2021,17178,Maple Leaf Agri-Farms Inc.,Souris Feedmill,,,Souris,MB,R0K 2C0,Other Manufacturing,WGS84,49.6212,-100.2582,NA,05NG
2021,17179,Manitoba Hydro,Shamattawa Diesel site,,,Shamattawa,MB,R0B 1K0,Electricity,WGS84,55.867973,-92.09921,NA,04AD
2021,17180,Manitoba Hydro,Brochet,,,Brochet,MB,R0B 0B0,Electricity,WGS84,57.880809,-101.671061,NA,06DB
2021,17181,Manitoba Hydro,Lac Brochet,,,Lac Brochet,MB,R0B 2E0,Electricity,WGS84,58.61795,-101.488939,NA,06DA
2021,17182,Manitoba Hydro,Tadoule Lake,,,Tadoule Lake,MB,R0B 2C0,Electricity,WGS84,58.7157,-98.4898,NA,06GA
2012,17183,Maple Leaf Consumer Foods Inc.,Consumer Foods - North Battleford,99 Canola Avenue,,NORTH BATTLEFORD,SK,S9A2X6,Other Manufacturing,WGS84,52.7435,-108.2614,NA,05EG
2021,17184,Signalta Resources Ltd.,Taber Power Plant,,,Taber,AB,,Electricity,WGS84,49.8164,-112.0701,AB-04010601,05AG
2021,17185,Signalta Resources Ltd.,Burdett Power Plant,,,Burdett,AB,,Electricity,WGS84,52.5229,-111.634,AB-09020202,05FB
2021,17186,Signalta Resources Ltd.,Coaldale Power Plant,,,Lethbridge,AB,,Electricity,WGS84,49.7911,-112.557,AB-04010601,05AG
2021,17187,Signalta Resources Ltd.,Fort MacLeod Power Plant,,,Fort MacLeod,AB,,Electricity,WGS84,49.7619,-113.3948,AB-04010201,05AB
2014,17188,MFC Resource Partnership,Gladys Gas Processing Facility,,,HIGH RIVER,AB,T1V1M7,,WGS84,50.6932,-113.6729,AB-04010501,05AC
2003,17189,MGV ENERGY INC.,MGV ENERGY LACOMBE 102-063403925W402,06-34-039-25-W4,,,AB,,,WGS84,52.3957,-113.5288,AB-08020101,05CD
2003,17190,MGV ENERGY INC.,MGV ENERGY LACOMBE 100-082903925W403,08-29-039-25-W4,,,AB,,,WGS84,52.3812,-113.5649,AB-08020101,05CD
2003,17191,MGV ENERGY INC.,MGV ENERGY LACOMBE 100-063603925W400,06-36-039-25-W4,,,AB,,,WGS84,52.3957,-113.4807,AB-08020101,05CD
2021,17192,Lynx Energy ULC,Beiseker Compressor Station 04-15,,,Beiseker,AB,,Conventional Oil and Gas extraction,WGS84,51.3881,-110.7725,AB-08030401,05CK
2021,17193,Lynx Energy ULC,Gayford Compressor Station 14-10,,,Gayford,AB,,Conventional Oil and Gas extraction,WGS84,51.2098,-113.141,AB-08020206,05CE
2003,17194,MGV ENERGY INC.,MGV ENERGY BINDLOSS,"One Palliser Square, 2000,",125-9th Ave SE,CALGARY,AB,T2G0P8,,WGS84,50.897,-110.478,AB-08030401,05CK
2021,17195,Lynx Energy ULC,Joffre Compressor Station 04-22,,,Joffre,AB,,Conventional Oil and Gas extraction,WGS84,52.3629,-113.5349,AB-08020101,05CD
2003,17196,MIDNIGHT OIL & GAS LTD.,ALEXENDAR GAS PLANT,11-02-056-02W5M,,EDMONTON,AB,,,WGS84,53.8107,-114.1904,AB-11020301,05EA
2003,17197,MIDNIGHT OIL & GAS LTD.,GARRINGTON  COMPRESSOR STATION,06-04-037-05W5M,,ROCKY MTN HOUSE,AB,,,WGS84,52.1482,-114.6604,AB-08010202,05CB
2006,17198,DAYLIGHT RESOURCES TRUST,11-8-69-12-6,11-8-069-12W6,,RURAL,AB,,,WGS84,54.96,-119.8025,AB-18020301,07GC
2004,17199,MIDNIGHT OIL & GAS,PEMBINA COMPRESSOR STATION(11-35-046-02W5M),11-35-046-02W5M,,11-35-046-02W5M,AB,,,WGS84,53.0104,-114.1857,AB-09010101,05FA
2021,17200,Moore's Industrial Service Ltd.,Moore's Industrial Service Ltd.,,,Calgary,AB,T2E 6V8,Other Manufacturing,WGS84,51.082,-114.006,AB-04020803,05BH
2012,17201,Pengrowth Energy Corporation,Parkland/Clareholm 4-3,,,VULCAN,AB,,,WGS84,50.2239,-113.5138,AB-04010503,05AC
2005,17202,MURPHY OIL COMPANY,14-22-41-28W4,14-22-41-28W4,,,AB,,,WGS84,52.5484,-113.9618,AB-08010303,05CC
2005,17203,MURPHY OIL COMPANY,3-20-40-28W4,3-20-40-28W4,,,AB,,,WGS84,50.7607,-113.8207,AB-04021201,05BL
2017,17204,Canadian Natural Resources Limited,Princess Compressor Station 14-23-019-10W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.6278,-111.2875,AB-04021302,05BN
2021,17205,COR4 Oil,Princess #2 (08-16-20-10 W4),,,Princess,AB,,Conventional Oil and Gas extraction,WGS84,50.6931,-111.3222,AB-08030201,05CJ
2020,17206,Pine Cliff Energy Ltd.,McLeod Shiningbk 9-6,,,MCLEOD RIVER,AB,T2P 0B4,Conventional Oil and Gas extraction,WGS84,53.8979,-116.0675,AB-17020201,07AG
2021,17207,Tidewater Midstream and Infrastructure Ltd.,Gilby Sweet Comp Stn 04-19,,,Gilby,AB,,Conventional Oil and Gas extraction,WGS84,52.6248,-114.431,AB-08010302,05CC
2009,17208,PENGROWTH CORPORATION,NITON BOOSTER COMPRESSOR (04-34-55-11 W5),04-34-055-11W5,,NITON JUNCTION,AB,,,WGS84,53.7887,-115.5642,AB-17030202,07BB
2021,17209,Tidewater Midstream and Infrastructure Ltd.,Gilby Sweet Gas Plant 01-04,,,Gilby,AB,,Conventional Oil and Gas extraction,WGS84,52.58463,-114.366953,AB-08010303,05CC
2013,17210,Conserve Oil Corporation,Conserve Edson 9-29-53-17 W5M,,,EDSON,AB,,,WGS84,53.607,-116.4694,AB-17020203,07AG
2019,17211,Journey Energy Inc.,Apl Niton 14-05,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.728379,-115.602469,AB-17030202,07BB
2006,17212,PENGROWTH CORPORATION,COUNTESS BATTERY 16-3,16-03-019-16W4,,,AB,,,WGS84,50.5839,-112.1325,AB-08030203,05CJ
2004,17213,MURPHY OIL COMPANY,13-36-40-1W5,13-36-40-1W5,,,AB,,,WGS84,52.4901,-114.0218,AB-08010303,05CC
2012,17214,Pengrowth Energy Corporation,Bantry (06-16-32-24 W4),,,THREE HILLS,AB,,,WGS84,51.7399,-113.3519,AB-08020202,05CE
2021,17215,Caltex Resources Ltd.,Provost 14-32,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.1301,-110.1169,AB-07010107,05GA
2013,17216,Pengrowth Energy Corporation,Cosine Battery 7-18,,,DENZIL,SK,,,WGS84,52.1774,-109.9962,NA,05GA
2021,17217,Caltex Resources Ltd.,Cactus Lake Battery 16-19,,,Major,SK,S0L 2H0,Conventional Oil and Gas extraction,WGS84,52.1121,-109.9903,NA,05GA
2003,17218,MURPHY OIL COMPANY LTD.,D-54-A/94-G-6,D-54-A/94-G-6,,,BC,,,WGS84,57.2976,-123.0426,BC_239,10CB
2008,17219,PENGROWTH CORPORATION,BODO (01-32-36-01 W4),01-32-036-01W4,,BODO,AB,,,WGS84,52.1301,-110.0991,AB-07010107,05GA
2004,17220,MURPHY OIL COMPANY,5-8-48-25W3,5-8-48-25W3,,,SK,,,WGS84,53.1232,-109.6411,NA,05EF
2003,17221,MURPHY OIL COMPANY LTD.,D-31-G/94-H-2,D-31-G/94-H-2,,,BC,,,WGS84,57.1104,-120.6356,BC_136,07FC
2003,17222,MURPHY OIL COMPANY LTD.,C-14-H/94-H-1,c-14-H/94-H-1,,,BC,,,WGS84,57.0977,-120.049,BC_98,07FC
2003,17223,MURPHY OIL COMPANY LTD.,4-5-95-4W6,4-5-95-4W6,,,AB,,,WGS84,57.2081,-118.6231,AB-18030103,07HC
2004,17224,PENGROWTH CORPORATION,BOUNDARY LAKE 10-4,10-4-84-10 W6M,,BOUNDARY LAKE,AB,,,WGS84,56.255,-119.5178,AB-18010201,07FD
2009,17225,TALISMAN ENERGY,BEAR CANYON SOUR GAS PLANT,01-18-084-12W6,,,AB,,,WGS84,56.27693,-119.87577,AB-18010201,07FD
2003,17226,MURPHY OIL COMPANY LTD.,C-35-H/94-H-1,c-35-H/94-H-1,,,BC,,,WGS84,57.1143,-120.0604,BC_98,07FC
2003,17227,MURPHY OIL COMPANY LTD.,D-83-C/94-H-7,d-83-c/94-H-7,,,BC,,,WGS84,57.3225,-120.7801,BC_218,07FC
2018,17228,Canadian Natural Resources Limited,Ladyfern Comp Stn B-088-H,,,,BC,,Conventional Oil and Gas extraction,WGS84,57.1521,-120.0963,BC_98,07FC
2003,17229,MURPHY OIL COMPANY LTD.,D-44-H/94-H-1,d-44-H/94-H-1,,,BC,,,WGS84,57.1226,-120.0433,BC_98,07FC
2012,17230,Pengrowth Energy Corporation,Cactus Lake (16-04-37-28 W3),,,MACKLIN,SK,,,WGS84,52.1557,-109.9425,NA,05GA
2004,17231,MURPHY OIL COMPANY,1-13-49-24W3,1-13-49-24W3,,,SK,,,WGS84,53.2214,-109.3781,NA,05EF
2020,17232,i3 Energy Canada Ltd.,Weyburn 04-11-07-13W2M,,,WEYBURN,SK,,Conventional Oil and Gas extraction,WGS84,49.5401,-103.6734,NA,05NB
2003,17233,NAL RESOURCES MANAGEMENT,WEYBURN 14-35,14-35-5-14-W2,,14-35-5-14-W2,SK,,,WGS84,49.4346,-103.7908,NA,05NB
2021,17234,Whitecap Resources Inc.,Steelman 03-15-004-06W2 MWB (Unit 2),,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,49.2928,-102.734,NA,05ND
2021,17235,Whitecap Resources Inc.,Steelman 06-27-004-06W2 MWB (Unit 3),,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,49.3255,-102.734,NA,05ND
2021,17236,Whitecap Resources Inc.,Midale 11-25-005-12-W2 MWB (Unit 2),,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,49.4165,-103.4985,NA,05NB
2013,17237,NAL Resources Management,Wascana Clarilaw 09-26-07-05-2,,,WASCANA,SK,,,WGS84,49.5911,-102.5694,NA,05NC
2010,17238,NAL Resources Management,NAL BROMHEAD 06-28-03-12 W2,06-28-03-12 W2,,BROMHEAD,SK,,,WGS84,49.2382,-103.566,NA,05NB
2019,17239,NAL Resources Management,Medicine River 10-04-039-04-W5,,,MED RIVER,AB,,Conventional Oil and Gas extraction,WGS84,52.3265,-114.5152,AB-08010302,05CC
2021,17240,Certus Oil and Gas Inc.,Med River 06-18-39-03-5,,,Calgary,AB,T2P 3M3,Conventional Oil and Gas extraction,WGS84,52.352,-114.4249,AB-08010302,05CC
2021,17241,Whitecap Resources Inc.,Elswick 11-02-005-12W2 MWB,,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,49.3583,-103.5209,NA,05NB
2015,17242,NAL Resources Management,Medicine River Unit #2 12-05-39-003-W5,,,MEDICINE RIVER,AB,,,WGS84,52.3265,-114.4068,AB-08010302,05CC
2003,17243,NAL RESOURCES MANAGEMENT,LANDEX LOST HORSE HILLS B,3-29-9-8-W2,,3-29-9-8-W2,SK,,,WGS84,49.7584,-103.0564,NA,05NC
2018,17244,TORC Oil & Gas Ltd.,TORC Goodwater Oil Battery 05-23-005-13W2,,,,SK,,Conventional Oil and Gas extraction,WGS84,49.3983,-103.6615,NA,05NB
2009,17245,NAL RESOURCES MANAGEMENT,SASKOIL STOUGHTON 4-13,4-13-8-8-W2,,4-13-8-8-W2,SK,,,WGS84,49.642,-102.9714,NA,05ND
2013,17246,NAL Resources Management,Wilmar 11-30-005-03-W2,,,WILMAR,SK,,,WGS84,49.4165,-102.3962,NA,05ND
2021,17247,Whitecap Resources Inc.,Sturgeon 13-07-069-24W5 GP,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,54.9636,-117.6707,AB-18020601,07GF
2005,17248,NAL RESOURCES MANAGEMENT,BROWNING 9-2,9-2-7-5-W2,,9-2-7-5-W2,SK,,,WGS84,49.5328,-102.5694,NA,05ND
2007,17249,NAL RESOURCES MANAGEMENT,SYLVAN LAKE 4-16-38-3,4-16-38-3-W5,,4-16-38-3-W5,AB,,,WGS84,52.2609,-114.3799,AB-08010302,05CC
2008,17250,NAL RESOURCES MANAGEMENT,BRYANT 7-4,7-4-5-7-W2,,7-4-5-7-W2,SK,,,WGS84,49.3547,-102.8858,NA,05NB
2016,17251,NAL Resources Management,Whitebear 1 02-12-010-02-W2,,,WHITEBEAR,SK,,,WGS84,49.8021,-102.1448,NA,05NF
2021,17252,DEL Canada GP Ltd.,Conserve Joffre 15-17-39-26-w4,,,Joffre,AB,,Conventional Oil and Gas extraction,WGS84,52.3593,-113.7152,AB-08020101,05CC
2016,17253,NAL Resources Management,Med River 13-8-39-2-W5 Comp.,,,MED RIVER,AB,,,WGS84,52.3448,-114.2624,AB-08010302,05CC
2006,17254,NAL RESOURCES MANAGEMENT,8-10-40-3-W5 COMP.,8-10-40-3-W5,,8-10-40-3-W5,AB,,,WGS84,52.4248,-114.3407,AB-08010302,05CC
2021,17255,Certus Oil and Gas Inc.,Med River 06-33-039-04W5,,,Calgary,AB,T2P 3M3,Conventional Oil and Gas extraction,WGS84,52.3956,-114.5213,AB-08010302,05CC
2004,17262,SOUND ENERGY TRUST,MACOUN 13-36-03-09 W2,13-36-03-09W2,,MACOUN,SK,,,WGS84,49.26,-103.0994,NA,05NB
2007,17263,ADVANTAGE OIL & GAS LTD.,MACOUN OIL BATTERY 16-23,16-23-04-09 W2,,,SK,,,WGS84,49.3182,-103.105,NA,05NB
2005,17264,SOUND ENERGY TRUST,MACOUN 06-24-04-09 W2,06-24-04-09 W2,,,SK,,,WGS84,49.311,-103.0938,NA,05NB
2006,17265,ADVANTAGE ENERGY INCOME FUND,STRATHMORE 15-34-022-26W4,15-34-022-26W4,,,AB,,,WGS84,50.9187,-113.5285,AB-04020901,05BM
2009,17266,NUVISTA ENERGY LTD.,SOUSA COMP STN 11-31,11-31-111-04-W6,,,AB,,,WGS84,58.6851,-118.6692,AB-19010109,07OA
2008,17267,ADVANTAGE OIL & GAS LTD.,BLACK GAS BATTERY 09-26,09-26-111-10W6,,,AB,,,WGS84,58.6704,-119.5598,AB-19010105,07OA
2015,17268,NuVista Energy Ltd.,Rainbow Oil Battery 13-06,,,,AB,,,WGS84,58.6159,-119.0157,AB-19010109,07OA
2013,17269,NuVista Energy Ltd.,Rainbow Oil Battery 2 09-17,,,,AB,,,WGS84,58.4668,-118.7887,AB-19010109,07OA
2006,17270,ADVANTAGE ENERGY INCOME FUND,SOUSA GAS BATTERY 01-05,01-05-112-05W6,,,AB,,,WGS84,58.6923,-118.7965,AB-19010109,07OA
2006,17271,ADVANTAGE ENERGY INCOME FUND,SOUSA 07-29-112-6W6,07-29-112-6W6,,,AB,,,WGS84,58.754,-118.9732,AB-19010105,07OA
2006,17272,ADVANTAGE ENERGY INCOME FUND,SOUSA 08-34-112-5W6,08-34-112-5W6,,,AB,,,WGS84,58.7687,-118.7398,AB-19010109,07OA
2006,17273,ADVANTAGE ENERGY INCOME FUND,SOUSA 15-18-112-5W6,15-18-112-5W6,,,AB,,,WGS84,58.7323,-118.8318,AB-19010109,07OA
2006,17274,ADVANTAGE ENERGY INCOME FUND,SOUSA 13-18-112-5W6,13-18-112-5W6,,,AB,,,WGS84,58.7323,-118.8459,AB-19010109,07OA
2006,17275,ADVANTAGE ENERGY INCOME FUND,SOUSA 06-04-112-5W6,06-04-112-5W6,,,AB,,,WGS84,58.6959,-118.7823,AB-19010109,07OA
2006,17276,ADVANTAGE ENERGY INCOME FUND,SOUSA 15-04-112-5W6,15-04-112-5W6,,,AB,,,WGS84,58.7032,-118.7754,AB-19010109,07OA
2006,17277,ADVANTAGE ENERGY INCOME FUND,SOUSA 08-19-112-5W6,08-19-112-5W6,,,AB,,,WGS84,58.7395,-118.8248,AB-19010109,07OA
2005,17278,SOUND ENERGY TRUST,STRATHMORE 102 6-7-022-25 W4,102 6-7-022-25 W4,,,AB,,,WGS84,50.8534,-113.4646,AB-04020901,05BM
2008,17279,ADVANTAGE OIL & GAS LTD.,STRATHMORE OIL BATTERY 16-21,16-21-022-25W4,,,AB,,,WGS84,50.8896,-113.4068,AB-04020901,05BM
2013,17280,Questfire Energy Corp,Viking-Kinsella Comp Stn 11-17,,,,AB,,,WGS84,52.9668,-111.1316,AB-09030101,05FE
2010,17281,Advantage Oil & Gas Ltd.,VIKING-KINSELLA GAS BATTERY 04-08,04-08-047-09-W4,,,AB,,,WGS84,53.0323,-111.2936,AB-09030102,05FE
2013,17282,NuVista Energy Ltd.,Sousa Oil Battery 2 15-25,,,,AB,,,WGS84,58.7615,-118.6904,AB-19010105,07OA
