Facility_I,Owner_Name,System_Nam,City,Province__,Postal_Cod,Owner_Type,Operator_T,Average_Da,Method_of_,Descriptio,Chlorine_U,System_Typ,Treatment_,Other_Trea,Discharge_,Is_the_hyd,Reporting_,Averaging_,Latitude,Longitude,Verificati,Type_of_Po,Name_of_bo,Name_of_th,Descript_1,Descript_2,System_sta,PRV_WSHD_I,NHN_TWS_ID,Averaging_Period,Year_Most_Recent,Average_Daily_Effluent_Volume_m3,Total_volume_of_effluent_deposited_in_cubic_metres_m3_for_averaging_period_,Average_CBOD_mgL_for_averaging_period,CBOD_Compliance,Average_suspended_solids_mgL_for_averaging_period,Suspended_Solids_Compliance
23246,City of Dryden,WasteWater Plant,Dryden,Ontario,P8N 2X2,Municipal or another local authority,Municipal or another local authority,3500,Continuous measure of influent volume deposited via the final discharge point,NA,Yes,Continuous,"Screening, Primary Sedimentation/Clarification, Skimming, Extended Aeration Activated Sludge, Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,49.7955,-92.851,Verified,Final Discharge Point,Wabigoon River,Wabigoon River,Industrial (e.g. hydro-electric),Watercourse with bulk flow ratio >=10 and <=100,operational,ON-05QD-04,05QD,Quarterly,2021,3515.5,307497.5,4,-21,9.5,-15.5
23773,City of Greater Sudbury,Azilda WWTP,Azilda,Ontario,P0M 1B0,Municipal or another local authority,Municipal or another local authority,3300,Determined on the basis of the system's average design rate of influent flow,NA,Yes,Continuous,"Grit Removal, Screening, Chemical Flocculation, Skimming, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,46.5521,-81.1548,Verified,Final Discharge Point,NA,NA,Other,NA,operational,ON-02CF-03,02CF,Quarterly,2021,2118.8,146659.75,1.95,-23.05,6.125,-18.875
23876,City of Greater Sudbury,Capreol Sewage Treatment Lagoon,Capreol,Ontario,P0M 1H0,Municipal or another local authority,Municipal or another local authority,5000,Determined on the basis of the system's average design rate of influent flow,NA,No,Continuous,Lagoon - Non-aerated,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Quarterly,Quarterly,46.7002,-80.931,Verified,Final Discharge Point,NA,NA,Other,Watercourse with bulk flow ratio > 100,operational,ON-02CF-08,02CF,Quarterly,2021,2774.5,215860.25,21.175,-3.825,25.4,0.4
23774,City of Greater Sudbury,Chelmsford WWTP,Chelmsford,Ontario,P0M 1L0,Municipal or another local authority,Municipal or another local authority,7100,Determined on the basis of the system's average design rate of influent flow,NA,No,Continuous,"Grit Removal, Screening, Skimming, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,46.5664,-81.2113,Estimated,Final Discharge Point,NA,NA,Contact recreational (e.g. swimming),Watercourse with bulk flow ratio > 100,operational,ON-02CF-03,02CF,Quarterly,2021,5329.7,384645,3.425,-21.575,5.575,-19.425
23776,City of Greater Sudbury,Coniston WWTP,Coniston,Ontario,P0M 1M0,Municipal or another local authority,Municipal or another local authority,3000,Determined on the basis of the system's average design rate of influent flow,NA,Yes,Continuous,"Grit Removal, Screening, Extended Aeration Activated Sludge, Oxidation Ditch, Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,46.4878,-80.8402,Verified,Final Discharge Point,NA,NA,Other,Watercourse with bulk flow ratio >=10 and <=100,operational,ON-02DB-02,02DB,Quarterly,2021,1687.9,118457.75,2.8,-22.2,6.05,-18.95
23775,City of Greater Sudbury,Dowling WWTP,Dowling,Ontario,P0M 1R0,Municipal or another local authority,Municipal or another local authority,3200,Determined on the basis of the system's average design rate of influent flow,NA,Yes,Continuous,"Grit Removal, Screening, Skimming, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,46.5966,-81.3278,Verified,Final Discharge Point,NA,NA,Other,Watercourse with bulk flow ratio > 100,operational,ON-02CF-07,02CF,Quarterly,2021,1819.1,178057,2.55,-22.45,3.95,-21.05
23877,City of Greater Sudbury,Falconbridge WWTP,Falconbridge,Ontario,P0M 1S0,Municipal or another local authority,Municipal or another local authority,909,Determined on the basis of the system's average design rate of influent flow,NA,No,Continuous,Trickling Filter,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,46.5679,-80.8064,Verified,Final Discharge Point,NA,Boucher Lake,Industrial (e.g. hydro-electric),Reservoir,operational,ON-02DB-02,02DB,Quarterly,2021,314.7,28072.75,1.875,-23.125,3.1,-21.9
23779,City of Greater Sudbury,Levack WWTP,Levack,Ontario,P0M 2C0,Municipal or another local authority,Municipal or another local authority,2270,Determined on the basis of the system's average design rate of influent flow,NA,Yes,Continuous,"Grit Removal, Screening, Skimming, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,46.6415,-81.3973,Verified,Final Discharge Point,NA,NA,Other,Watercourse with bulk flow ratio > 100,operational,ON-02CF-07,02CF,Quarterly,2021,1069.6,75802,2.725,-22.275,6.625,-18.375
23778,City of Greater Sudbury,Lively WWTP,Lively,Ontario,P3Y 1M2,Municipal or another local authority,Municipal or another local authority,1600,Determined on the basis of the system's average design rate of influent flow,NA,Yes,Continuous,"Screening, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,46.432,-81.1436,Verified,Final Discharge Point,NA,NA,Other,Watercourse with bulk flow ratio > 100,operational,ON-02CF-02,02CF,Quarterly,2021,829.2,114202.75,2.2,-22.8,7.95,-17.05
9220,City of Greater Sudbury,Sudbury Wastewater Treatment Plant,Sudbury,Ontario,P3A5P5,Municipal or another local authority,Municipal or another local authority,79625,Determined on the basis of the system's average design rate of influent flow,NA,Yes,Continuous,"Grit Removal, Screening, Chemical Flocculation, Skimming, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Monthly,46.4647,-81.0352,Verified,Final Discharge Point,NA,NA,Other,Watercourse with bulk flow ratio > 100,operational,ON-02CF-02,02CF,Monthly,2021,58617.7,1439109.833,6.791666667,-18.20833333,10.525,-14.475
23772,City of Greater Sudbury,Valley East WWTP,Val Caron,Ontario,P3N 1R9,Municipal or another local authority,Municipal or another local authority,11400,Determined on the basis of the system's average design rate of influent flow,NA,Yes,Continuous,"Grit Removal, Screening, Primary Sedimentation/Clarification, Skimming, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,46.623,-81.0198,Verified,Final Discharge Point,NA,NA,Other,Watercourse with bulk flow ratio > 100,operational,ON-02CF-03,02CF,Quarterly,2021,5353,417132,4.55,-20.45,9.725,-15.275
23780,City of Greater Sudbury,Wahnapitae Sewage Treatment Lagoon,Wahnapitae,Ontario,P0M 3C0,Municipal or another local authority,Municipal or another local authority,1246,Determined on the basis of the system's average design rate of influent flow,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,46.4761,-80.7957,Verified,Final Discharge Point,NA,NA,Other,Natural wetland,operational,ON-02DB-03,02DB,Annually,2021,772.9,222000,2,-23,6,-19
23777,City of Greater Sudbury,Walden WWTP,Walden,Ontario,P0M 2M0,Municipal or another local authority,Municipal or another local authority,4500,Determined on the basis of the system's average design rate of influent flow,NA,Yes,Continuous,"Grit Removal, Screening, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,46.4041,-81.177,Verified,Final Discharge Point,NA,NA,Other,Watercourse with bulk flow ratio > 100,operational,ON-02CF-02,02CF,Quarterly,2021,2613.8,192164.5,2.475,-22.525,8.05,-16.95
15912,City of Hamilton,King Street Wastewater Treatment Plant,Dundas,Ontario,L9H1C6,Municipal or another local authority,Municipal or another local authority,14584,Continuous measure of effluent volume deposited via the final discharge point,NA,Yes,Continuous,"Screening, Primary Sedimentation/Clarification, Activated Sludge, Chemical Precipitation (Phosphorus), Filtration, Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Quarterly,Quarterly,43.2676,-79.9426,Verified,Final Discharge Point,Cootes Paradise,Cootes Paradise,Sport fishing,Natural wetland,operational,ON-02HB-01,02HB,Quarterly,2021,12052.2,1027070,1.975,-23.025,0.9,-24.1
15883,City of Hamilton,Woodward Avenue Wastewater Treatment Plant,Hamilton,Ontario,L8H6P4,Municipal or another local authority,Municipal or another local authority,278146,Continuous measure of influent volume deposited via the final discharge point,NA,Yes,Continuous,"Grit Removal, Screening, Primary Sedimentation/Clarification, Activated Sludge, Chemical Precipitation (Phosphorus), Other Treatment, Disinfection",Dechlorination,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Quarterly,Monthly,43.2518,-79.7714,Estimated,Final Discharge Point,Hamilton Harbour,Hamilton Harbour,Other recreational (e.g. boating),Enclosed bay,operational,ON-02HB-01,02HB,Monthly,2021,299355.3,8672816.583,4.05,-20.95,6.908333333,-18.09166667
23785,City of Kawartha Lakes,Bobcaygeon Wastewater Treatment Plant,Bobcaygeon,Ontario,K0M1A0,Municipal or another local authority,Provincial,1958,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Extended Aeration Activated Sludge, Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,44.5432,-78.5325,Verified,Final Discharge Point,Pigeon Lake,Pigeon Lake,Other recreational (e.g. boating),Natural lake,operational,ON-02HH-03,02HH,Quarterly,2021,2339.4,212320.5,5.45,-19.55,7.1,-17.9
23786,City of Kawartha Lakes,Coboconk Wastewater Treatment Lagoon,Coboconk,Ontario,K0M 1K0,Municipal or another local authority,Provincial,118,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Intermittent,"Primary Sedimentation/Clarification, Lagoon - Aerobic",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,44.6604,-78.7994,Verified,Final Discharge Point,Gull River,Gull River,Other,Other,operational,ON-02HF-03,02HF,Annually,2021,217.9,83650.3,2.5,-22.5,3.2,-21.8
23787,City of Kawartha Lakes,Fenelon Falls Wastewater Treatment Plant,Fenelon Falls,Ontario,K0M 1N0,Municipal or another local authority,Provincial,985,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Extended Aeration Activated Sludge, Oxidation Ditch, Filtration, Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,44.524,-78.734,Verified,Final Discharge Point,Fenelon (Otanabee) River,Fenelon (Otanabee) River,Other recreational (e.g. boating),Natural lake,operational,ON-02HH-04,02HH,Quarterly,2021,1127.1,98965.3,2.875,-22.125,6.3,-18.7
9914,City of Kawartha Lakes,Lindsay WPCP,Lindsay,Ontario,K9V 2J2,Municipal or another local authority,Provincial,15000,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Primary Sedimentation/Clarification, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,44.39,-78.7439,Verified,Final Discharge Point,NA,NA,NA,NA,operational,ON-02HH-04,02HH,Quarterly,2021,11537.8,1051254.75,8.05,-16.95,18.8,-6.2
23550,City of Kenora,Kenora Area wastewater facility,Kenora,Ontario,P9N 3W7,Municipal or another local authority,Municipal or another local authority,7604.7,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Chemical Flocculation, Skimming, Activated Sludge",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,49.7829,-94.4996,Verified,Final Discharge Point,NA,NA,NA,NA,operational,ON-05PE-03,05PE,Quarterly,2021,6108.3,591903.75,6.25,-18.75,10.275,-14.725
14215,City of Ottawa,Robert O. Pickard Environmental Centre,Gloucester,Ontario,K1J1A6,Municipal or another local authority,Municipal or another local authority,400000,Continuous measure of influent volume deposited via the final discharge point,NA,Yes,Continuous,"Grit Removal, Screening, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Monthly,45.4641,-75.5929,Verified,Final Discharge Point,Ottawa River,Ottawa River,Contact recreational (e.g. swimming),Watercourse with bulk flow ratio > 100,operational,ON-02LB-03,02LA,Monthly,2021,418538.3,11939750,5.558333333,-19.44166667,6.891666667,-18.10833333
12505,City of Owen Sound,Owen Sound WPCP,Owen Sound,Ontario,N4K2M6,Municipal or another local authority,Municipal or another local authority,12145,Continuous measure of effluent volume deposited via the final discharge point,NA,Yes,Continuous,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Skimming, Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,44.5846,-80.9326,Verified,Final Discharge Point,Owen Sound: Georgian Bay,Owen Sound: Georgian Bay,Other,Other,operational,NA,203,Quarterly,2021,14506.9,1217624.75,5.1,-19.9,7,-18
9985,City of Peterborough,PTBO WASTE WATER TREATMENT PLANT,Peterborough,Ontario,K9J1B6,Municipal or another local authority,Municipal or another local authority,43138,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Activated Sludge, Other Treatment, Disinfection",Intergrated Fixed Film Activated Sludge,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Monthly,44.2771,-78.3183,Verified,Final Discharge Point,Otonabee River,Otonabee River,Other,Watercourse with bulk flow ratio > 100,operational,ON-02HJ-02,02HJ,Monthly,2021,39445.1,1177007.5,3.375,-21.625,11.775,-13.225
